,lat,lon,Severity,filename
17837,33.814,-118.181,2.0,33.814_-118.181
6681,34.122,-118.479,2.019607843137255,34.122_-118.479
27008,38.017,-121.991,2.0,38.017_-121.991
1697,29.714,-95.314,2.35,29.714_-95.314
13079,40.637,-74.293,2.421052631578948,40.637_-74.293
27976,37.473,-77.59700000000001,1.9,37.473_-77.59700000000001
17245,36.437,-121.347,2.0,36.437_-121.347
23408,25.657,-80.388,2.0,25.657_-80.388
8511,36.789,-76.224,2.142857142857143,36.789_-76.224
11854,39.373,-76.518,2.4545454545454546,39.373_-76.518
10621,38.75,-76.88,2.1666666666666665,38.75_-76.88
14603,41.765,-72.655,2.0588235294117645,41.765_-72.655
14767,41.845,-87.632,3.0526315789473686,41.845_-87.632
25001,25.935,-80.122,2.0,25.935_-80.122
1905,29.867,-95.542,2.333333333333333,29.867_-95.542
656,26.166,-80.155,2.206896551724138,26.166_-80.155
19782,38.028,-122.117,2.0,38.028_-122.117
24333,37.631,-77.537,2.0,37.631_-77.537
28335,38.822,-77.017,1.875,38.822_-77.017
15314,42.372,-83.217,2.1724137931034484,42.372_-83.217
9023,37.4,-122.036,2.103448275862069,37.4_-122.036
7721,35.175000000000004,-80.799,2.0273972602739727,35.175000000000004_-80.799
2555,32.674,-97.002,2.3846153846153846,32.674_-97.002
9561,37.748,-122.151,2.095238095238096,37.748_-122.151
20282,38.673,-121.641,2.0,38.673_-121.641
6303,34.067,-117.518,2.1346153846153846,34.067_-117.518
8324,36.152,-86.858,2.0444444444444443,36.152_-86.858
4548,33.813,-118.168,2.0248756218905477,33.813_-118.168
11438,39.088,-77.174,2.3125,39.088_-77.174
15003,42.066,-88.21600000000001,2.1875,42.066_-88.21600000000001
27668,33.480000000000004,-112.187,1.3125,33.480000000000004_-112.187
17451,34.154,-118.289,2.0,34.154_-118.289
17933,25.846,-80.22500000000001,2.0,25.846_-80.22500000000001
3044,32.811,-96.858,2.727272727272727,32.811_-96.858
22870,28.474,-81.368,2.0,28.474_-81.368
11563,39.127,-104.865,2.8684210526315788,39.127_-104.865
14675,41.802,-78.69800000000001,2.375,41.802_-78.69800000000001
23437,40.544,-74.312,2.0,40.544_-74.312
23169,26.94,-80.152,2.0,26.94_-80.152
24803,29.704,-95.572,2.0,29.704_-95.572
12748,40.124,-74.70100000000001,2.185185185185185,40.124_-74.70100000000001
15717,43.032,-87.965,2.6666666666666665,43.032_-87.965
8148,35.858000000000004,-78.811,2.1,35.858000000000004_-78.811
20236,34.916000000000004,-82.005,2.0,34.916000000000004_-82.005
19264,27.461,-82.58800000000001,2.0,27.461_-82.58800000000001
26790,45.603,-109.154,2.0,45.603_-109.154
9031,37.405,-122.057,2.0681818181818183,37.405_-122.057
10362,38.582,-121.463,2.046511627906977,38.582_-121.463
10135,38.373,-121.36,2.1739130434782608,38.373_-121.36
8912,37.329,-121.843,2.034482758620689,37.329_-121.843
12844,40.323,-75.93,2.333333333333333,40.323_-75.93
5833,34.03,-118.172,2.130434782608696,34.03_-118.172
3454,33.044000000000004,-117.286,2.064516129032258,33.044000000000004_-117.286
26066,34.072,-118.064,2.0,34.072_-118.064
9246,37.578,-77.46600000000001,2.409090909090909,37.578_-77.46600000000001
23188,35.099000000000004,-80.779,2.0,35.099000000000004_-80.779
23382,34.419000000000004,-119.671,2.0,34.419000000000004_-119.671
7706,35.164,-119.114,2.0476190476190474,35.164_-119.114
16631,45.43,-122.745,2.037037037037037,45.43_-122.745
28040,37.598,-122.06,1.75,37.598_-122.06
11190,38.995,-94.696,2.15,38.995_-94.696
21519,44.778,-93.035,2.0,44.778_-93.035
19427,37.366,-79.926,2.0,37.366_-79.926
27697,33.605000000000004,-112.299,1.8695652173913044,33.605000000000004_-112.299
7923,35.359,-80.84400000000001,2.5,35.359_-80.84400000000001
17318,35.730000000000004,-78.557,2.0,35.730000000000004_-78.557
25802,44.991,-93.237,2.0,44.991_-93.237
12194,39.754,-121.846,2.176470588235294,39.754_-121.846
18167,36.327,-119.601,2.0,36.327_-119.601
1426,28.553,-81.366,2.2222222222222223,28.553_-81.366
1734,29.73,-95.419,2.0930232558139537,29.73_-95.419
8892,37.321,-121.891,2.1153846153846154,37.321_-121.891
4937,33.879,-118.192,2.4347826086956523,33.879_-118.192
16728,45.511,-122.668,2.03,45.511_-122.668
14841,41.875,-87.694,2.7857142857142856,41.875_-87.694
9855,37.948,-121.301,2.025,37.948_-121.301
16801,45.533,-122.626,2.0405405405405403,45.533_-122.626
9273,37.593,-77.468,2.1,37.593_-77.468
11836,39.345,-76.745,2.063492063492064,39.345_-76.745
1043,27.847,-82.664,2.0375,27.847_-82.664
19421,32.839,-80.741,2.0,32.839_-80.741
27999,37.528,-77.359,1.875,37.528_-77.359
24868,34.171,-118.528,2.0,34.171_-118.528
2572,32.677,-97.099,2.1875,32.677_-97.099
12049,39.617,-104.899,2.8125,39.617_-104.899
7273,34.301,-117.46,2.147058823529412,34.301_-117.46
323,25.869,-80.209,2.1476510067114094,25.869_-80.209
20280,29.201,-82.185,2.0,29.201_-82.185
13853,40.845,-73.932,2.0153846153846158,40.845_-73.932
2268,30.426,-91.167,2.0076335877862594,30.426_-91.167
16120,44.942,-93.077,2.227272727272727,44.942_-93.077
18604,37.684,-122.074,2.0,37.684_-122.074
24814,25.808,-80.33800000000001,2.0,25.808_-80.33800000000001
22533,38.449,-122.726,2.0,38.449_-122.726
3777,33.465,-112.039,2.25,33.465_-112.039
27714,35.094,-89.871,1.9615384615384612,35.094_-89.871
7441,34.645,-118.154,2.0357142857142856,34.645_-118.154
10942,38.883,-77.22800000000001,2.0285714285714285,38.883_-77.22800000000001
10953,38.887,-76.962,2.1578947368421053,38.887_-76.962
719,26.345,-80.118,2.55,26.345_-80.118
13761,40.811,-73.932,2.1951219512195124,40.811_-73.932
25795,44.031,-123.578,2.0,44.031_-123.578
9367,37.649,-122.097,2.090909090909091,37.649_-122.097
12904,40.431,-79.959,2.4444444444444446,40.431_-79.959
13900,40.856,-73.918,2.333333333333333,40.856_-73.918
24276,32.97,-117.25,2.0,32.97_-117.25
21456,36.17,-86.59700000000001,2.0,36.17_-86.59700000000001
22052,35.104,-80.986,2.0,35.104_-80.986
6783,34.14,-80.938,2.071428571428572,34.14_-80.938
27735,35.284,-80.836,1.947368421052632,35.284_-80.836
3876,33.552,-112.203,2.333333333333333,33.552_-112.203
23255,30.257,-97.751,2.0,30.257_-97.751
17161,47.629,-122.189,2.3684210526315788,47.629_-122.189
5275,33.933,-118.178,2.1320754716981134,33.933_-118.178
6432,34.072,-117.885,2.0454545454545454,34.072_-117.885
28388,41.797,-71.404,1.972972972972973,41.797_-71.404
17769,25.868,-80.236,2.0,25.868_-80.236
8624,36.94,-76.267,2.380952380952381,36.94_-76.267
9593,37.765,-122.405,2.1293103448275863,37.765_-122.405
2636,32.704,-117.148,2.090909090909091,32.704_-117.148
6605,34.108000000000004,-118.186,2.191489361702128,34.108000000000004_-118.186
10665,38.785,-77.179,2.0303030303030303,38.785_-77.179
16834,45.542,-122.511,2.1,45.542_-122.511
22015,42.694,-73.831,2.0,42.694_-73.831
20542,41.208,-111.971,2.0,41.208_-111.971
11085,38.941,-121.098,2.033333333333333,38.941_-121.098
11465,39.095,-94.557,2.25,39.095_-94.557
4786,33.864,-118.286,2.066666666666667,33.864_-118.286
24065,34.338,-118.515,2.0,34.338_-118.515
2565,32.676,-97.035,2.769230769230769,32.676_-97.035
25656,34.233000000000004,-117.421,2.0,34.233000000000004_-117.421
20457,45.673,-94.832,2.0,45.673_-94.832
2696,32.724000000000004,-96.763,2.5172413793103448,32.724000000000004_-96.763
3420,32.983000000000004,-96.713,2.357142857142857,32.983000000000004_-96.713
23246,34.314,-117.837,2.0,34.314_-117.837
19130,32.694,-117.126,2.0,32.694_-117.126
14338,41.442,-85.962,4.0,41.442_-85.962
3234,32.888,-117.205,2.095238095238096,32.888_-117.205
11426,39.079,-76.902,2.0625,39.079_-76.902
21237,34.139,-80.915,2.0,34.139_-80.915
14657,41.788,-87.631,2.771428571428572,41.788_-87.631
27055,33.64,-111.977,2.0,33.64_-111.977
25338,45.349,-122.658,2.0,45.349_-122.658
3377,32.939,-96.823,2.225806451612903,32.939_-96.823
9231,37.572,-122.317,2.025641025641025,37.572_-122.317
19379,35.03,-85.186,2.0,35.03_-85.186
16168,44.951,-93.065,2.375,44.951_-93.065
18501,25.925,-80.295,2.0,25.925_-80.295
14208,41.2,-73.117,2.109090909090909,41.2_-73.117
11267,39.016,-77.099,2.071428571428572,39.016_-77.099
4807,33.869,-118.286,2.1052631578947367,33.869_-118.286
21917,40.795,-111.918,2.0,40.795_-111.918
27856,36.238,-86.781,1.947368421052632,36.238_-86.781
25397,34.072,-118.053,2.0,34.072_-118.053
20828,34.073,-80.94800000000001,2.0,34.073_-80.94800000000001
12003,39.536,-104.869,2.6842105263157894,39.536_-104.869
28085,37.688,-122.105,1.8125,37.688_-122.105
13854,40.845,-73.931,2.1201716738197427,40.845_-73.931
23346,45.541,-122.673,2.0,45.541_-122.673
5361,33.949,-118.092,2.0123456790123457,33.949_-118.092
18217,35.317,-119.004,2.0,35.317_-119.004
18326,34.02,-118.188,2.0,34.02_-118.188
21893,37.105,-76.495,2.0,37.105_-76.495
23993,41.058,-73.82000000000001,2.0,41.058_-73.82000000000001
909,27.246,-82.45100000000001,2.0625,27.246_-82.45100000000001
8156,35.872,-78.831,2.3157894736842106,35.872_-78.831
10433,38.621,-77.297,2.1153846153846154,38.621_-77.297
11853,39.369,-76.515,2.15625,39.369_-76.515
15502,42.49,-83.08,2.3684210526315788,42.49_-83.08
17085,47.509,-122.284,2.2444444444444445,47.509_-122.284
2426,32.324,-90.16,2.2222222222222223,32.324_-90.16
16517,45.247,-93.027,2.142857142857143,45.247_-93.027
3341,32.924,-96.768,2.590909090909091,32.924_-96.768
270,25.828,-80.20700000000001,2.431372549019608,25.828_-80.20700000000001
15528,42.517,-83.611,2.3,42.517_-83.611
12216,39.773,-76.669,2.2222222222222223,39.773_-76.669
21123,35.046,-81.983,2.0,35.046_-81.983
14273,41.287,-72.82300000000001,2.4375,41.287_-72.82300000000001
22790,45.303,-93.555,2.0,45.303_-93.555
6326,34.068,-117.801,2.103448275862069,34.068_-117.801
7518,34.873,-118.891,2.05,34.873_-118.891
27537,31.778,-106.393,1.4375,31.778_-106.393
13487,40.738,-73.802,2.1923076923076925,40.738_-73.802
11058,38.935,-94.612,2.4,38.935_-94.612
18223,39.958,-75.165,2.0,39.958_-75.165
8107,35.807,-78.694,2.049382716049383,35.807_-78.694
1019,27.79,-82.358,2.022988505747126,27.79_-82.358
14261,41.275,-72.96900000000001,2.2142857142857144,41.275_-72.96900000000001
14179,41.168,-79.05,2.125,41.168_-79.05
18994,33.75,-117.19,2.0,33.75_-117.19
7098,34.206,-117.414,2.074626865671642,34.206_-117.414
25651,33.012,-80.237,2.0,33.012_-80.237
7630,35.087,-80.812,2.023809523809524,35.087_-80.812
9152,37.524,-121.993,2.0153846153846158,37.524_-121.993
13330,40.715,-73.979,2.066666666666667,40.715_-73.979
23771,25.729,-80.416,2.0,25.729_-80.416
7349,34.397,-118.573,2.083333333333333,34.397_-118.573
14392,41.564,-73.058,2.235294117647059,41.564_-73.058
24008,34.02,-118.279,2.0,34.02_-118.279
22582,41.763,-72.696,2.0,41.763_-72.696
10334,38.57,-90.392,2.35,38.57_-90.392
5708,34.022,-117.991,2.1578947368421053,34.022_-117.991
24906,33.974000000000004,-118.226,2.0,33.974000000000004_-118.226
13722,40.799,-73.489,2.2,40.799_-73.489
9543,37.74,-121.582,2.1621621621621623,37.74_-121.582
22528,33.989,-118.253,2.0,33.989_-118.253
27539,32.102000000000004,-110.773,1.8,32.102000000000004_-110.773
18701,33.912,-118.143,2.0,33.912_-118.143
10957,38.891,-77.167,2.176470588235294,38.891_-77.167
1931,29.938,-95.36,2.36,29.938_-95.36
5967,34.036,-118.317,2.08,34.036_-118.317
5136,33.913000000000004,-118.11,2.103448275862069,33.913000000000004_-118.11
21554,34.731,-120.236,2.0,34.731_-120.236
4866,33.873,-117.881,2.16,33.873_-117.881
23633,38.011,-121.865,2.0,38.011_-121.865
2292,30.439,-91.183,2.1204819277108435,30.439_-91.183
28358,40.699,-111.917,1.8,40.699_-111.917
18577,38.622,-121.329,2.0,38.622_-121.329
6360,34.07,-117.958,2.25,34.07_-117.958
11850,39.366,-76.51,2.34375,39.366_-76.51
6162,34.058,-118.178,2.056179775280899,34.058_-118.178
1265,28.404,-80.82000000000001,2.111111111111111,28.404_-80.82000000000001
11158,38.974,-77.179,2.297872340425532,38.974_-77.179
21538,36.976,-121.908,2.0,36.976_-121.908
1456,28.594,-81.384,2.2758620689655173,28.594_-81.384
5976,34.036,-118.17,2.0588235294117645,34.036_-118.17
12694,40.068,-75.312,2.0476190476190474,40.068_-75.312
11137,38.962,-78.44,2.1714285714285717,38.962_-78.44
27169,41.133,-74.169,2.0,41.133_-74.169
23117,28.205,-82.665,2.0,28.205_-82.665
24050,38.217,-122.137,2.0,38.217_-122.137
17203,47.777,-122.318,2.210526315789474,47.777_-122.318
28402,42.858,-73.775,1.896551724137931,42.858_-73.775
1343,28.509,-81.409,2.392857142857143,28.509_-81.409
434,25.928,-80.206,2.08,25.928_-80.206
1795,29.771,-95.211,2.625,29.771_-95.211
12405,39.881,-75.10300000000001,2.0625,39.881_-75.10300000000001
6217,34.064,-118.006,2.0384615384615383,34.064_-118.006
855,26.813,-80.098,2.363636363636364,26.813_-80.098
23662,44.976,-93.247,2.0,44.976_-93.247
5847,34.03,-117.663,2.107843137254902,34.03_-117.663
27952,37.407,-77.656,1.947368421052632,37.407_-77.656
17041,47.362,-122.296,2.106382978723404,47.362_-122.296
22585,32.660000000000004,-96.892,2.0,32.660000000000004_-96.892
21191,36.844,-76.199,2.0,36.844_-76.199
9674,37.811,-122.275,2.125,37.811_-122.275
17966,37.504,-121.965,2.0,37.504_-121.965
27297,28.049,-82.781,1.8125,28.049_-82.781
22703,37.736,-77.453,2.0,37.736_-77.453
19069,45.304,-93.003,2.0,45.304_-93.003
8687,37.009,-121.516,2.3125,37.009_-121.516
24320,27.404,-80.399,2.0,27.404_-80.399
28050,37.617,-122.154,1.575,37.617_-122.154
16118,44.94,-93.349,2.055555555555556,44.94_-93.349
845,26.747,-80.135,2.0869565217391304,26.747_-80.135
1272,28.421,-81.405,2.0280701754385966,28.421_-81.405
7050,34.182,-118.16,2.0588235294117645,34.182_-118.16
25914,34.963,-120.421,2.0,34.963_-120.421
12379,39.869,-75.10300000000001,2.0163934426229506,39.869_-75.10300000000001
23128,29.866,-95.487,2.0,29.866_-95.487
17291,32.707,-117.148,2.0,32.707_-117.148
13038,40.607,-111.906,2.02803738317757,40.607_-111.906
16947,45.722,-123.2,2.1904761904761907,45.722_-123.2
26102,47.499,-122.275,2.0,47.499_-122.275
12574,39.985,-83.119,3.176470588235294,39.985_-83.119
19263,45.01,-93.177,2.0,45.01_-93.177
8873,37.315,-121.83,2.1052631578947367,37.315_-121.83
10836,38.86,-77.221,2.208333333333333,38.86_-77.221
16403,45.069,-93.294,2.0416666666666665,45.069_-93.294
5880,34.032000000000004,-118.263,2.031578947368421,34.032000000000004_-118.263
9901,37.995,-122.067,2.1206896551724137,37.995_-122.067
123,25.761,-80.369,2.113636363636364,25.761_-80.369
14332,41.416,-73.287,2.1,41.416_-73.287
28145,37.897,-122.082,1.96031746031746,37.897_-122.082
23535,32.663000000000004,-117.062,2.0,32.663000000000004_-117.062
22490,33.859,-117.717,2.0,33.859_-117.717
21750,33.916000000000004,-118.362,2.0,33.916000000000004_-118.362
2392,30.7,-88.124,2.095238095238096,30.7_-88.124
9917,38.006,-122.542,2.0588235294117645,38.006_-122.542
12495,39.941,-83.012,2.5384615384615383,39.941_-83.012
21258,44.63,-117.521,2.0,44.63_-117.521
22677,45.369,-118.294,2.0,45.369_-118.294
21855,44.89,-93.309,2.0,44.89_-93.309
6033,34.04,-118.219,2.116279069767442,34.04_-118.219
27998,37.523,-77.35300000000001,1.9411764705882355,37.523_-77.35300000000001
2212,30.353,-81.669,2.357142857142857,30.353_-81.669
9049,37.42,-121.941,2.073170731707317,37.42_-121.941
23905,34.087,-117.678,2.0,34.087_-117.678
16082,44.898,-93.402,2.064516129032258,44.898_-93.402
4063,33.682,-117.857,2.04,33.682_-117.857
6368,34.071,-118.134,2.333333333333333,34.071_-118.134
4202,33.734,-84.23100000000001,2.2333333333333334,33.734_-84.23100000000001
17620,34.065,-117.508,2.0,34.065_-117.508
2699,32.726,-97.321,2.272727272727273,32.726_-97.321
28140,37.876,-122.047,1.9545454545454544,37.876_-122.047
6996,34.167,-118.159,2.033333333333333,34.167_-118.159
16094,44.914,-93.276,2.28,44.914_-93.276
26783,45.495,-122.566,2.0,45.495_-122.566
7398,34.489,-118.62,2.1702127659574466,34.489_-118.62
19558,25.627,-80.383,2.0,25.627_-80.383
19872,34.024,-117.757,2.0,34.024_-117.757
20509,34.148,-118.056,2.0,34.148_-118.056
1673,29.694,-95.557,2.3529411764705883,29.694_-95.557
6123,34.054,-118.005,2.018957345971564,34.054_-118.005
23401,37.667,-122.396,2.0,37.667_-122.396
16659,45.47,-122.684,2.0185185185185186,45.47_-122.684
20003,37.992,-121.253,2.0,37.992_-121.253
7094,34.204,-118.474,2.202380952380953,34.204_-118.474
14220,41.223,-96.079,2.1818181818181817,41.223_-96.079
12385,39.871,-75.102,2.260869565217391,39.871_-75.102
12328,39.83,-85.587,2.117647058823529,39.83_-85.587
19016,37.55,-77.437,2.0,37.55_-77.437
22788,39.006,-77.098,2.0,39.006_-77.098
26137,34.151,-118.127,2.0,34.151_-118.127
16713,45.508,-122.779,2.0859375,45.508_-122.779
24162,36.106,-86.673,2.0,36.106_-86.673
11114,38.952,-76.863,2.193548387096774,38.952_-76.863
6743,34.135,-117.965,2.05,34.135_-117.965
3371,32.934,-96.903,2.25,32.934_-96.903
15177,42.305,-87.96000000000001,2.56,42.305_-87.96000000000001
15426,42.428,-87.877,2.677419354838709,42.428_-87.877
26456,45.044,-93.106,2.0,45.044_-93.106
6276,34.067,-118.03,2.0172413793103448,34.067_-118.03
4205,33.735,-84.392,2.225806451612903,33.735_-84.392
19428,40.605,-74.049,2.0,40.605_-74.049
22349,35.731,-78.651,2.0,35.731_-78.651
22227,30.019,-81.483,2.0,30.019_-81.483
4892,33.876,-118.172,2.1666666666666665,33.876_-118.172
3696,33.443,-111.891,2.15,33.443_-111.891
10363,38.583,-121.461,2.1052631578947367,38.583_-121.461
14339,41.442,-85.94500000000001,4.0,41.442_-85.94500000000001
23202,30.213,-97.831,2.0,30.213_-97.831
8847,37.297,-121.875,2.055555555555556,37.297_-121.875
16954,45.839,-122.838,2.2777777777777777,45.839_-122.838
28020,37.557,-77.41,1.88,37.557_-77.41
18249,33.989,-118.256,2.0,33.989_-118.256
23736,39.45,-76.322,2.0,39.45_-76.322
683,26.238,-80.137,2.0416666666666665,26.238_-80.137
13877,40.849,-73.943,2.019867549668874,40.849_-73.943
18574,38.465,-121.372,2.0,38.465_-121.372
2365,30.532,-84.57600000000001,2.060606060606061,30.532_-84.57600000000001
28147,37.919,-122.332,1.9411764705882355,37.919_-122.332
4169,33.717,-117.969,2.136363636363636,33.717_-117.969
11306,39.021,-76.941,2.3076923076923075,39.021_-76.941
14995,42.054,-87.839,2.523809523809524,42.054_-87.839
24806,28.391,-81.493,2.0,28.391_-81.493
3408,32.969,-117.093,2.230769230769231,32.969_-117.093
9144,37.517,-122.26,2.036363636363636,37.517_-122.26
8802,37.239,-112.833,3.9607843137254894,37.239_-112.833
25301,41.408,-74.078,2.0,41.408_-74.078
905,27.206,-80.401,2.032258064516129,27.206_-80.401
23906,45.286,-93.003,2.0,45.286_-93.003
8752,37.145,-121.986,2.0259740259740258,37.145_-121.986
24587,42.534,-123.37,2.0,42.534_-123.37
8627,36.944,-76.404,2.272727272727273,36.944_-76.404
23891,35.226,-80.748,2.0,35.226_-80.748
17980,35.761,-78.734,2.0,35.761_-78.734
2765,32.749,-97.287,2.333333333333333,32.749_-97.287
16985,47.119,-122.435,2.0689655172413794,47.119_-122.435
780,26.556,-81.872,2.147058823529412,26.556_-81.872
7646,35.107,-90.03,2.022222222222222,35.107_-90.03
11984,39.493,-77.565,2.6785714285714284,39.493_-77.565
25222,33.925,-118.318,2.0,33.925_-118.318
19622,38.526,-121.465,2.0,38.526_-121.465
26352,30.423,-91.075,2.0,30.423_-91.075
6977,34.163000000000004,-118.473,2.0408163265306123,34.163000000000004_-118.473
2601,32.688,-97.241,2.5869565217391304,32.688_-97.241
2280,30.434,-91.038,2.0588235294117645,30.434_-91.038
21909,33.89,-118.286,2.0,33.89_-118.286
12934,40.478,-80.044,2.565217391304348,40.478_-80.044
4051,33.677,-117.758,2.083333333333333,33.677_-117.758
25823,41.167,-73.20100000000001,2.0,41.167_-73.20100000000001
8853,37.301,-76.682,2.5217391304347827,37.301_-76.682
19454,33.661,-117.874,2.0,33.661_-117.874
17851,33.927,-118.233,2.0,33.927_-118.233
4986,33.884,-84.47,2.4782608695652173,33.884_-84.47
12739,40.112,-83.03,2.347826086956522,40.112_-83.03
20156,30.386,-97.65,2.0,30.386_-97.65
23753,38.981,-77.173,2.0,38.981_-77.173
11013,38.918,-76.93900000000001,2.0930232558139537,38.918_-76.93900000000001
22739,37.649,-122.092,2.0,37.649_-122.092
981,27.491,-82.563,2.0588235294117645,27.491_-82.563
23105,37.039,-119.782,2.0,37.039_-119.782
8092,35.796,-78.69500000000001,2.1,35.796_-78.69500000000001
23846,39.948,-75.143,2.0,39.948_-75.143
7060,34.184,-117.182,2.117647058823529,34.184_-117.182
18442,38.008,-121.941,2.0,38.008_-121.941
20873,34.077,-118.283,2.0,34.077_-118.283
19353,29.731,-95.478,2.0,29.731_-95.478
2823,32.762,-96.773,2.235294117647059,32.762_-96.773
1240,28.368,-81.431,2.3,28.368_-81.431
15802,43.239,-73.693,2.259259259259259,43.239_-73.693
24717,37.605,-120.994,2.0,37.605_-120.994
5859,34.03,-117.589,2.1020408163265305,34.03_-117.589
8980,37.369,-121.91,2.4516129032258065,37.369_-121.91
14356,41.518,-73.987,2.08,41.518_-73.987
19410,34.501,-118.234,2.0,34.501_-118.234
19599,25.955,-80.248,2.0,25.955_-80.248
14351,41.501,-87.32000000000001,2.4482758620689653,41.501_-87.32000000000001
18804,29.688,-95.572,2.0,29.688_-95.572
3012,32.8,-96.822,2.090909090909091,32.8_-96.822
22736,40.743,-74.158,2.0,40.743_-74.158
4359,33.77,-117.87,2.041095890410959,33.77_-117.87
27039,27.108,-80.261,2.0,27.108_-80.261
14327,41.408,-73.787,2.129032258064516,41.408_-73.787
27219,27.473,-82.57600000000001,2.0,27.473_-82.57600000000001
19266,30.511,-88.287,2.0,30.511_-88.287
7478,34.791000000000004,-82.425,2.024390243902439,34.791000000000004_-82.425
3988,33.652,-111.902,2.625,33.652_-111.902
26880,29.439,-98.488,2.0,29.439_-98.488
14265,41.283,-72.94,2.0869565217391304,41.283_-72.94
1742,29.732,-95.375,2.4347826086956523,29.732_-95.375
9567,37.752,-122.404,2.0491803278688523,37.752_-122.404
12294,39.803,-86.053,2.4444444444444446,39.803_-86.053
8397,36.279,-86.803,2.15625,36.279_-86.803
15670,42.965,-85.706,2.1379310344827585,42.965_-85.706
1375,28.536,-81.532,2.375,28.536_-81.532
8658,36.968,-121.554,2.090909090909091,36.968_-121.554
15519,42.496,-83.35300000000001,2.4473684210526314,42.496_-83.35300000000001
22327,42.39,-122.412,2.0,42.39_-122.412
28357,40.696,-111.968,1.8125,40.696_-111.968
23502,37.56,-121.91,2.0,37.56_-121.91
1142,28.023,-82.239,2.1052631578947367,28.023_-82.239
27287,28.007,-82.506,1.9534883720930232,28.007_-82.506
4159,33.713,-84.234,2.6666666666666665,33.713_-84.234
2216,30.359,-81.669,2.5517241379310347,30.359_-81.669
18950,38.524,-121.467,2.0,38.524_-121.467
15287,42.362,-83.07900000000001,2.1875,42.362_-83.07900000000001
1268,28.411,-80.83,2.055555555555556,28.411_-80.83
24197,34.06,-118.001,2.0,34.06_-118.001
24513,33.777,-117.831,2.0,33.777_-117.831
16764,45.525,-122.662,2.111111111111111,45.525_-122.662
7228,34.272,-118.45,2.0625,34.272_-118.45
3334,32.924,-96.79,2.7,32.924_-96.79
19364,33.784,-118.092,2.0,33.784_-118.092
5899,34.033,-118.266,2.1463414634146343,34.033_-118.266
6580,34.102000000000004,-118.196,2.113636363636364,34.102000000000004_-118.196
7343,34.386,-117.413,2.02,34.386_-117.413
21921,33.536,-117.173,2.0,33.536_-117.173
22396,40.749,-111.605,2.0,40.749_-111.605
11928,39.413,-76.605,2.4,39.413_-76.605
10297,38.559,-121.467,2.129032258064516,38.559_-121.467
8968,37.361,-121.843,2.095238095238096,37.361_-121.843
26223,40.705,-73.997,2.0,40.705_-73.997
21490,32.658,-117.076,2.0,32.658_-117.076
27596,32.236000000000004,-110.893,1.625,32.236000000000004_-110.893
26607,33.776,-117.842,2.0,33.776_-117.842
19578,40.007,-75.214,2.0,40.007_-75.214
20204,40.041,-76.392,2.0,40.041_-76.392
5327,33.941,-117.255,2.096774193548387,33.941_-117.255
12986,40.555,-111.898,2.25,40.555_-111.898
10558,38.688,-90.354,2.111111111111111,38.688_-90.354
9077,37.461,-121.179,2.0454545454545454,37.461_-121.179
1650,29.678,-95.404,2.7,29.678_-95.404
3109,32.836,-97.129,2.0588235294117645,32.836_-97.129
25394,34.492,-118.284,2.0,34.492_-118.284
25401,33.881,-117.583,2.0,33.881_-117.583
14099,41.058,-73.512,2.096774193548387,41.058_-73.512
12223,39.776,-104.877,2.84,39.776_-104.877
21776,27.96,-82.73,2.0,27.96_-82.73
6446,34.074,-118.233,2.1379310344827585,34.074_-118.233
6347,34.069,-118.15,2.142857142857143,34.069_-118.15
1007,27.706,-82.39,2.619047619047619,27.706_-82.39
15823,43.67,-123.203,2.03125,43.67_-123.203
24963,40.028,-75.025,2.0,40.028_-75.025
1157,28.047,-82.35300000000001,2.2142857142857144,28.047_-82.35300000000001
2310,30.449,-91.181,2.090909090909091,30.449_-91.181
16855,45.554,-122.901,2.027027027027027,45.554_-122.901
14240,41.244,-111.979,2.125,41.244_-111.979
19509,34.206,-118.201,2.0,34.206_-118.201
23441,25.81,-80.145,2.0,25.81_-80.145
11244,39.013,-77.037,2.125,39.013_-77.037
22588,35.555,-82.616,2.0,35.555_-82.616
1107,27.974,-82.45400000000001,2.025641025641025,27.974_-82.45400000000001
18180,34.945,-82.355,2.0,34.945_-82.355
15541,42.553,-82.866,2.6333333333333333,42.553_-82.866
10174,38.443,-122.723,2.022727272727273,38.443_-122.723
22291,36.037,-86.788,2.0,36.037_-86.788
23066,33.806,-117.508,2.0,33.806_-117.508
24754,38.673,-121.635,2.0,38.673_-121.635
12304,39.813,-104.991,2.823529411764706,39.813_-104.991
12533,39.96,-75.141,2.1724137931034484,39.96_-75.141
4099,33.69,-117.769,2.0210526315789474,33.69_-117.769
27165,45.366,-122.585,2.0,45.366_-122.585
22717,41.071,-73.892,2.0,41.071_-73.892
15104,42.239,-87.872,2.4857142857142858,42.239_-87.872
1061,27.902,-82.638,2.263157894736842,27.902_-82.638
4022,33.668,-112.073,2.1403508771929824,33.668_-112.073
22547,25.861,-80.208,2.0,25.861_-80.208
12433,39.902,-75.151,2.1666666666666665,39.902_-75.151
13309,40.712,-111.905,2.421052631578948,40.712_-111.905
190,25.787,-80.19800000000001,2.028169014084507,25.787_-80.19800000000001
6891,34.153,-118.468,2.075,34.153_-118.468
14798,41.865,-87.645,2.6666666666666665,41.865_-87.645
11731,39.266,-76.563,2.313725490196078,39.266_-76.563
8056,35.754,-78.613,2.046511627906977,35.754_-78.613
